"Date","Site.Name","AQS_PARAMETER_DESC","COUNTY","meanAQI","meanLatitude","meanLongitude","month","year"
2018-01-01,"Bryson City","PM2.5","Swain",35,35.434767,-83.442133,1,2018
2018-01-01,"Castle Hayne","PM2.5","New Hanover",13,34.364167,-77.838611,1,2018
2018-01-01,"Clemmons Middle","PM2.5","Forsyth",24,36.026,-80.342,1,2018
2018-01-01,"Durham Armory","PM2.5","Durham",31,36.0329550008979,-78.904037,1,2018
2018-01-01,"Garinger High School","Ozone","Mecklenburg",32,35.2401000008895,-80.785683,1,2018
2018-01-01,"Garinger High School","PM2.5","Mecklenburg",20,35.2401000008895,-80.785683,1,2018
2018-01-01,"Hattie Avenue","PM2.5","Forsyth",22,36.110693332,-80.2264378,1,2018
2018-01-01,"Leggett","PM2.5","Edgecombe",14,35.988278,-77.5843,1,2018
2018-01-01,"Millbrook School","Ozone","Wake",34,35.856111,-78.574167,1,2018
2018-01-01,"Millbrook School","PM2.5","Wake",28,35.856111,-78.574167,1,2018
2018-01-01,"Pitt Agri. Center","PM2.5","Pitt",15,35.6412760008938,-77.360126,1,2018
2018-01-01,"West Johnston Co.","PM2.5","Johnston",24,35.59095,-78.4622,1,2018
2018-01-02,"Bryson City","PM2.5","Swain",51,35.434767,-83.442133,1,2018
2018-01-02,"Castle Hayne","PM2.5","New Hanover",15,34.364167,-77.838611,1,2018
2018-01-02,"Clemmons Middle","PM2.5","Forsyth",40,36.026,-80.342,1,2018
2018-01-02,"Durham Armory","PM2.5","Durham",37,36.0329550008979,-78.904037,1,2018
2018-01-02,"Frying Pan Mountain","PM2.5","Haywood",7,35.379167,-82.7925,1,2018
2018-01-02,"Garinger High School","Ozone","Mecklenburg",31,35.2401000008895,-80.785683,1,2018
2018-01-02,"Garinger High School","PM2.5","Mecklenburg",38,35.2401000008895,-80.785683,1,2018
2018-01-02,"Hattie Avenue","PM2.5","Forsyth",25.5,36.110693332,-80.2264378,1,2018
2018-01-02,"Leggett","PM2.5","Edgecombe",20,35.988278,-77.5843,1,2018
2018-01-02,"Linville Falls","PM2.5","Avery",12,35.972347,-81.933072,1,2018
2018-01-02,"Millbrook School","Ozone","Wake",31,35.856111,-78.574167,1,2018
2018-01-02,"Millbrook School","PM2.5","Wake",38.5,35.856111,-78.574167,1,2018
2018-01-02,"Pitt Agri. Center","PM2.5","Pitt",28,35.6412760008938,-77.360126,1,2018
2018-01-02,"West Johnston Co.","PM2.5","Johnston",35,35.59095,-78.4622,1,2018
2018-01-03,"Bryson City","PM2.5","Swain",44,35.434767,-83.442133,1,2018
2018-01-03,"Castle Hayne","PM2.5","New Hanover",18,34.364167,-77.838611,1,2018
2018-01-03,"Clemmons Middle","PM2.5","Forsyth",68,36.026,-80.342,1,2018
2018-01-03,"Durham Armory","PM2.5","Durham",58,36.0329550008979,-78.904037,1,2018
2018-01-03,"Garinger High School","Ozone","Mecklenburg",21,35.2401000008895,-80.785683,1,2018
2018-01-03,"Garinger High School","PM2.5","Mecklenburg",59,35.2401000008895,-80.785683,1,2018
2018-01-03,"Hattie Avenue","PM2.5","Forsyth",55,36.110693332,-80.2264378,1,2018
2018-01-03,"Leggett","PM2.5","Edgecombe",23,35.988278,-77.5843,1,2018
2018-01-03,"Mendenhall School","PM2.5","Guilford",60,36.1090060008986,-79.802314,1,2018
2018-01-03,"Millbrook School","Ozone","Wake",30,35.856111,-78.574167,1,2018
2018-01-03,"Millbrook School","PM2.5","Wake",61,35.856111,-78.574167,1,2018
2018-01-03,"Pitt Agri. Center","PM2.5","Pitt",34,35.6412760008938,-77.360126,1,2018
2018-01-03,"West Johnston Co.","PM2.5","Johnston",47,35.59095,-78.4622,1,2018
2018-01-04,"Bryson City","PM2.5","Swain",28,35.434767,-83.442133,1,2018
2018-01-04,"Castle Hayne","PM2.5","New Hanover",19,34.364167,-77.838611,1,2018
2018-01-04,"Clemmons Middle","PM2.5","Forsyth",42,36.026,-80.342,1,2018
2018-01-04,"Durham Armory","PM2.5","Durham",40,36.0329550008979,-78.904037,1,2018
2018-01-04,"Garinger High School","Ozone","Mecklenburg",30,35.2401000008895,-80.785683,1,2018
2018-01-04,"Garinger High School","PM2.5","Mecklenburg",39,35.2401000008895,-80.785683,1,2018
2018-01-04,"Hattie Avenue","PM2.5","Forsyth",35,36.110693332,-80.2264378,1,2018
2018-01-04,"Leggett","PM2.5","Edgecombe",23,35.988278,-77.5843,1,2018
2018-01-04,"Mendenhall School","PM2.5","Guilford",25,36.1090060008986,-79.802314,1,2018
2018-01-04,"Millbrook School","Ozone","Wake",32,35.856111,-78.574167,1,2018
2018-01-04,"Millbrook School","PM2.5","Wake",39,35.856111,-78.574167,1,2018
2018-01-04,"Pitt Agri. Center","PM2.5","Pitt",25,35.6412760008938,-77.360126,1,2018
2018-01-04,"West Johnston Co.","PM2.5","Johnston",30,35.59095,-78.4622,1,2018
2018-01-05,"Bryson City","PM2.5","Swain",30,35.434767,-83.442133,1,2018
2018-01-05,"Castle Hayne","PM2.5","New Hanover",15,34.364167,-77.838611,1,2018
2018-01-05,"Clemmons Middle","PM2.5","Forsyth",37,36.026,-80.342,1,2018
2018-01-05,"Durham Armory","PM2.5","Durham",32.5,36.0329550008979,-78.904037,1,2018
2018-01-05,"Frying Pan Mountain","PM2.5","Haywood",13,35.379167,-82.7925,1,2018
2018-01-05,"Garinger High School","Ozone","Mecklenburg",30,35.2401000008895,-80.785683,1,2018
2018-01-05,"Garinger High School","PM2.5","Mecklenburg",32,35.2401000008895,-80.785683,1,2018
2018-01-05,"Hattie Avenue","PM2.5","Forsyth",27,36.110693332,-80.2264378,1,2018
2018-01-05,"Leggett","PM2.5","Edgecombe",9,35.988278,-77.5843,1,2018
2018-01-05,"Linville Falls","PM2.5","Avery",15,35.972347,-81.933072,1,2018
2018-01-05,"Mendenhall School","PM2.5","Guilford",23,36.1090060008986,-79.802314,1,2018
2018-01-05,"Millbrook School","Ozone","Wake",33,35.856111,-78.574167,1,2018
2018-01-05,"Millbrook School","PM2.5","Wake",32,35.856111,-78.574167,1,2018
2018-01-05,"Pitt Agri. Center","PM2.5","Pitt",21,35.6412760008938,-77.360126,1,2018
2018-01-05,"West Johnston Co.","PM2.5","Johnston",32,35.59095,-78.4622,1,2018
2018-01-06,"Bryson City","PM2.5","Swain",35,35.434767,-83.442133,1,2018
2018-01-06,"Castle Hayne","PM2.5","New Hanover",21,34.364167,-77.838611,1,2018
2018-01-06,"Clemmons Middle","PM2.5","Forsyth",35,36.026,-80.342,1,2018
2018-01-06,"Durham Armory","PM2.5","Durham",32,36.0329550008979,-78.904037,1,2018
2018-01-06,"Garinger High School","Ozone","Mecklenburg",31,35.2401000008895,-80.785683,1,2018
2018-01-06,"Garinger High School","PM2.5","Mecklenburg",40,35.2401000008895,-80.785683,1,2018
2018-01-06,"Hattie Avenue","PM2.5","Forsyth",22,36.110693332,-80.2264378,1,2018
2018-01-06,"Leggett","PM2.5","Edgecombe",8,35.988278,-77.5843,1,2018
2018-01-06,"Mendenhall School","PM2.5","Guilford",23,36.1090060008986,-79.802314,1,2018
2018-01-06,"Millbrook School","Ozone","Wake",33,35.856111,-78.574167,1,2018
2018-01-06,"Millbrook School","PM2.5","Wake",33,35.856111,-78.574167,1,2018
2018-01-06,"Pitt Agri. Center","PM2.5","Pitt",17,35.6412760008938,-77.360126,1,2018
2018-01-06,"West Johnston Co.","PM2.5","Johnston",29,35.59095,-78.4622,1,2018
2018-01-07,"Bryson City","PM2.5","Swain",54,35.434767,-83.442133,1,2018
2018-01-07,"Castle Hayne","PM2.5","New Hanover",9,34.364167,-77.838611,1,2018
2018-01-07,"Clemmons Middle","PM2.5","Forsyth",49,36.026,-80.342,1,2018
2018-01-07,"Durham Armory","PM2.5","Durham",39,36.0329550008979,-78.904037,1,2018
2018-01-07,"Garinger High School","Ozone","Mecklenburg",31,35.2401000008895,-80.785683,1,2018
2018-01-07,"Garinger High School","PM2.5","Mecklenburg",47,35.2401000008895,-80.785683,1,2018
2018-01-07,"Hattie Avenue","PM2.5","Forsyth",28,36.110693332,-80.2264378,1,2018
2018-01-07,"Leggett","PM2.5","Edgecombe",15,35.988278,-77.5843,1,2018
2018-01-07,"Mendenhall School","PM2.5","Guilford",38,36.1090060008986,-79.802314,1,2018
2018-01-07,"Millbrook School","Ozone","Wake",34,35.856111,-78.574167,1,2018
2018-01-07,"Millbrook School","PM2.5","Wake",48,35.856111,-78.574167,1,2018
2018-01-07,"Pitt Agri. Center","PM2.5","Pitt",18,35.6412760008938,-77.360126,1,2018
2018-01-07,"West Johnston Co.","PM2.5","Johnston",27,35.59095,-78.4622,1,2018
2018-01-08,"Bryson City","PM2.5","Swain",71,35.434767,-83.442133,1,2018
2018-01-08,"Castle Hayne","PM2.5","New Hanover",11,34.364167,-77.838611,1,2018
2018-01-08,"Clemmons Middle","PM2.5","Forsyth",52,36.026,-80.342,1,2018
2018-01-08,"Durham Armory","PM2.5","Durham",34.5,36.0329550008979,-78.904037,1,2018
2018-01-08,"Frying Pan Mountain","PM2.5","Haywood",3,35.379167,-82.7925,1,2018
2018-01-08,"Garinger High School","Ozone","Mecklenburg",16,35.2401000008895,-80.785683,1,2018
2018-01-08,"Garinger High School","PM2.5","Mecklenburg",53,35.2401000008895,-80.785683,1,2018
2018-01-08,"Hattie Avenue","PM2.5","Forsyth",40,36.110693332,-80.2264378,1,2018
2018-01-08,"Leggett","PM2.5","Edgecombe",40,35.988278,-77.5843,1,2018
2018-01-08,"Linville Falls","PM2.5","Avery",22,35.972347,-81.933072,1,2018
2018-01-08,"Mendenhall School","PM2.5","Guilford",44,36.1090060008986,-79.802314,1,2018
2018-01-08,"Millbrook School","Ozone","Wake",27,35.856111,-78.574167,1,2018
2018-01-08,"Millbrook School","PM2.5","Wake",42.5,35.856111,-78.574167,1,2018
2018-01-08,"Pitt Agri. Center","PM2.5","Pitt",31,35.6412760008938,-77.360126,1,2018
2018-01-08,"West Johnston Co.","PM2.5","Johnston",38,35.59095,-78.4622,1,2018
2018-01-09,"Bryson City","PM2.5","Swain",78,35.434767,-83.442133,1,2018
2018-01-09,"Castle Hayne","PM2.5","New Hanover",20,34.364167,-77.838611,1,2018
2018-01-09,"Clemmons Middle","PM2.5","Forsyth",60,36.026,-80.342,1,2018
2018-01-09,"Durham Armory","PM2.5","Durham",49,36.0329550008979,-78.904037,1,2018
2018-01-09,"Garinger High School","Ozone","Mecklenburg",28,35.2401000008895,-80.785683,1,2018
2018-01-09,"Garinger High School","PM2.5","Mecklenburg",53,35.2401000008895,-80.785683,1,2018
2018-01-09,"Hattie Avenue","PM2.5","Forsyth",54,36.110693332,-80.2264378,1,2018
2018-01-09,"Leggett","PM2.5","Edgecombe",19,35.988278,-77.5843,1,2018
2018-01-09,"Mendenhall School","PM2.5","Guilford",43,36.1090060008986,-79.802314,1,2018
2018-01-09,"Millbrook School","Ozone","Wake",30,35.856111,-78.574167,1,2018
2018-01-09,"Millbrook School","PM2.5","Wake",35,35.856111,-78.574167,1,2018
2018-01-09,"Pitt Agri. Center","PM2.5","Pitt",31,35.6412760008938,-77.360126,1,2018
2018-01-09,"West Johnston Co.","PM2.5","Johnston",43,35.59095,-78.4622,1,2018
2018-01-10,"Bryson City","PM2.5","Swain",56,35.434767,-83.442133,1,2018
2018-01-10,"Castle Hayne","PM2.5","New Hanover",14,34.364167,-77.838611,1,2018
2018-01-10,"Clemmons Middle","PM2.5","Forsyth",39,36.026,-80.342,1,2018
2018-01-10,"Durham Armory","PM2.5","Durham",39,36.0329550008979,-78.904037,1,2018
2018-01-10,"Garinger High School","Ozone","Mecklenburg",31,35.2401000008895,-80.785683,1,2018
2018-01-10,"Garinger High School","PM2.5","Mecklenburg",38,35.2401000008895,-80.785683,1,2018
2018-01-10,"Hattie Avenue","PM2.5","Forsyth",32,36.110693332,-80.2264378,1,2018
2018-01-10,"Leggett","PM2.5","Edgecombe",35,35.988278,-77.5843,1,2018
2018-01-10,"Mendenhall School","PM2.5","Guilford",29,36.1090060008986,-79.802314,1,2018
2018-01-10,"Millbrook School","Ozone","Wake",33,35.856111,-78.574167,1,2018
2018-01-10,"Millbrook School","PM2.5","Wake",22,35.856111,-78.574167,1,2018
2018-01-10,"Pitt Agri. Center","PM2.5","Pitt",37,35.6412760008938,-77.360126,1,2018
2018-01-10,"West Johnston Co.","PM2.5","Johnston",35,35.59095,-78.4622,1,2018
2018-01-11,"Bryson City","PM2.5","Swain",17,35.434767,-83.442133,1,2018
2018-01-11,"Castle Hayne","PM2.5","New Hanover",12,34.364167,-77.838611,1,2018
2018-01-11,"Clemmons Middle","PM2.5","Forsyth",59,36.026,-80.342,1,2018
2018-01-11,"Durham Armory","PM2.5","Durham",43.5,36.0329550008979,-78.904037,1,2018
2018-01-11,"Frying Pan Mountain","PM2.5","Haywood",0,35.379167,-82.7925,1,2018
2018-01-11,"Garinger High School","Ozone","Mecklenburg",26,35.2401000008895,-80.785683,1,2018
2018-01-11,"Garinger High School","PM2.5","Mecklenburg",35,35.2401000008895,-80.785683,1,2018
2018-01-11,"Hattie Avenue","PM2.5","Forsyth",48.5,36.110693332,-80.2264378,1,2018
2018-01-11,"Leggett","PM2.5","Edgecombe",34,35.988278,-77.5843,1,2018
2018-01-11,"Linville Falls","PM2.5","Avery",3,35.972347,-81.933072,1,2018
2018-01-11,"Mendenhall School","PM2.5","Guilford",55,36.1090060008986,-79.802314,1,2018
2018-01-11,"Millbrook School","Ozone","Wake",26,35.856111,-78.574167,1,2018
2018-01-11,"Millbrook School","PM2.5","Wake",23,35.856111,-78.574167,1,2018
2018-01-11,"Pitt Agri. Center","PM2.5","Pitt",27.5,35.6412760008938,-77.360126,1,2018
2018-01-11,"West Johnston Co.","PM2.5","Johnston",41,35.59095,-78.4622,1,2018
2018-01-12,"Bryson City","PM2.5","Swain",10,35.434767,-83.442133,1,2018
2018-01-12,"Castle Hayne","PM2.5","New Hanover",0,34.364167,-77.838611,1,2018
2018-01-12,"Clemmons Middle","PM2.5","Forsyth",23,36.026,-80.342,1,2018
2018-01-12,"Durham Armory","PM2.5","Durham",5,36.0329550008979,-78.904037,1,2018
2018-01-12,"Garinger High School","Ozone","Mecklenburg",33,35.2401000008895,-80.785683,1,2018
2018-01-12,"Garinger High School","PM2.5","Mecklenburg",20,35.2401000008895,-80.785683,1,2018
2018-01-12,"Hattie Avenue","PM2.5","Forsyth",23,36.110693332,-80.2264378,1,2018
2018-01-12,"Leggett","PM2.5","Edgecombe",8,35.988278,-77.5843,1,2018
2018-01-12,"Mendenhall School","PM2.5","Guilford",15,36.1090060008986,-79.802314,1,2018
2018-01-12,"Millbrook School","Ozone","Wake",35,35.856111,-78.574167,1,2018
2018-01-12,"Millbrook School","PM2.5","Wake",0,35.856111,-78.574167,1,2018
2018-01-12,"Pitt Agri. Center","PM2.5","Pitt",12,35.6412760008938,-77.360126,1,2018
2018-01-12,"West Johnston Co.","PM2.5","Johnston",13,35.59095,-78.4622,1,2018
2018-01-13,"Bryson City","PM2.5","Swain",18,35.434767,-83.442133,1,2018
2018-01-13,"Castle Hayne","PM2.5","New Hanover",10,34.364167,-77.838611,1,2018
2018-01-13,"Clemmons Middle","PM2.5","Forsyth",10,36.026,-80.342,1,2018
2018-01-13,"Durham Armory","PM2.5","Durham",20,36.0329550008979,-78.904037,1,2018
2018-01-13,"Garinger High School","Ozone","Mecklenburg",32,35.2401000008895,-80.785683,1,2018
2018-01-13,"Garinger High School","PM2.5","Mecklenburg",15,35.2401000008895,-80.785683,1,2018
2018-01-13,"Hattie Avenue","PM2.5","Forsyth",10,36.110693332,-80.2264378,1,2018
2018-01-13,"Leggett","PM2.5","Edgecombe",0,35.988278,-77.5843,1,2018
2018-01-13,"Mendenhall School","PM2.5","Guilford",12,36.1090060008986,-79.802314,1,2018
2018-01-13,"Millbrook School","Ozone","Wake",32,35.856111,-78.574167,1,2018
2018-01-13,"Millbrook School","PM2.5","Wake",24,35.856111,-78.574167,1,2018
2018-01-13,"Pitt Agri. Center","PM2.5","Pitt",3,35.6412760008938,-77.360126,1,2018
2018-01-13,"West Johnston Co.","PM2.5","Johnston",8,35.59095,-78.4622,1,2018
2018-01-14,"Bryson City","PM2.5","Swain",28,35.434767,-83.442133,1,2018
2018-01-14,"Castle Hayne","PM2.5","New Hanover",10,34.364167,-77.838611,1,2018
2018-01-14,"Clemmons Middle","PM2.5","Forsyth",25,36.026,-80.342,1,2018
2018-01-14,"Durham Armory","PM2.5","Durham",20,36.0329550008979,-78.904037,1,2018
2018-01-14,"Frying Pan Mountain","PM2.5","Haywood",6,35.379167,-82.7925,1,2018
2018-01-14,"Garinger High School","Ozone","Mecklenburg",31,35.2401000008895,-80.785683,1,2018
2018-01-14,"Garinger High School","PM2.5","Mecklenburg",26.5,35.2401000008895,-80.785683,1,2018
2018-01-14,"Hattie Avenue","PM2.5","Forsyth",20.3333333333333,36.110693332,-80.2264378,1,2018
2018-01-14,"Leggett","PM2.5","Edgecombe",10,35.988278,-77.5843,1,2018
2018-01-14,"Linville Falls","PM2.5","Avery",10,35.972347,-81.933072,1,2018
2018-01-14,"Mendenhall School","PM2.5","Guilford",22,36.1090060008986,-79.802314,1,2018
2018-01-14,"Millbrook School","PM2.5","Wake",19.5,35.856111,-78.574167,1,2018
2018-01-14,"Pitt Agri. Center","PM2.5","Pitt",15.5,35.6412760008938,-77.360126,1,2018
2018-01-14,"West Johnston Co.","PM2.5","Johnston",15,35.59095,-78.4622,1,2018
2018-01-15,"Bryson City","PM2.5","Swain",43,35.434767,-83.442133,1,2018
2018-01-15,"Castle Hayne","PM2.5","New Hanover",21,34.364167,-77.838611,1,2018
2018-01-15,"Clemmons Middle","PM2.5","Forsyth",30,36.026,-80.342,1,2018
2018-01-15,"Durham Armory","PM2.5","Durham",44,36.0329550008979,-78.904037,1,2018
2018-01-15,"Garinger High School","Ozone","Mecklenburg",27,35.2401000008895,-80.785683,1,2018
2018-01-15,"Garinger High School","PM2.5","Mecklenburg",43,35.2401000008895,-80.785683,1,2018
2018-01-15,"Hattie Avenue","PM2.5","Forsyth",30,36.110693332,-80.2264378,1,2018
2018-01-15,"Leggett","PM2.5","Edgecombe",24,35.988278,-77.5843,1,2018
2018-01-15,"Mendenhall School","PM2.5","Guilford",40,36.1090060008986,-79.802314,1,2018
2018-01-15,"Millbrook School","PM2.5","Wake",35,35.856111,-78.574167,1,2018
2018-01-15,"Pitt Agri. Center","PM2.5","Pitt",30,35.6412760008938,-77.360126,1,2018
2018-01-15,"West Johnston Co.","PM2.5","Johnston",35,35.59095,-78.4622,1,2018
2018-01-16,"Bryson City","PM2.5","Swain",52,35.434767,-83.442133,1,2018
2018-01-16,"Castle Hayne","PM2.5","New Hanover",20,34.364167,-77.838611,1,2018
2018-01-16,"Clemmons Middle","PM2.5","Forsyth",69,36.026,-80.342,1,2018
2018-01-16,"Durham Armory","PM2.5","Durham",60,36.0329550008979,-78.904037,1,2018
2018-01-16,"Garinger High School","Ozone","Mecklenburg",28,35.2401000008895,-80.785683,1,2018
2018-01-16,"Garinger High School","PM2.5","Mecklenburg",61,35.2401000008895,-80.785683,1,2018
2018-01-16,"Hattie Avenue","PM2.5","Forsyth",68,36.110693332,-80.2264378,1,2018
2018-01-16,"Leggett","PM2.5","Edgecombe",29,35.988278,-77.5843,1,2018
2018-01-16,"Mendenhall School","PM2.5","Guilford",70,36.1090060008986,-79.802314,1,2018
2018-01-16,"Millbrook School","Ozone","Wake",24,35.856111,-78.574167,1,2018
2018-01-16,"Millbrook School","PM2.5","Wake",58,35.856111,-78.574167,1,2018
2018-01-16,"Pitt Agri. Center","PM2.5","Pitt",37,35.6412760008938,-77.360126,1,2018
2018-01-16,"West Johnston Co.","PM2.5","Johnston",53,35.59095,-78.4622,1,2018
2018-01-17,"Bryson City","PM2.5","Swain",37,35.434767,-83.442133,1,2018
2018-01-17,"Castle Hayne","PM2.5","New Hanover",24,34.364167,-77.838611,1,2018
2018-01-17,"Clemmons Middle","PM2.5","Forsyth",55,36.026,-80.342,1,2018
2018-01-17,"Durham Armory","PM2.5","Durham",54.5,36.0329550008979,-78.904037,1,2018
2018-01-17,"Frying Pan Mountain","PM2.5","Haywood",15,35.379167,-82.7925,1,2018
2018-01-17,"Garinger High School","Ozone","Mecklenburg",28,35.2401000008895,-80.785683,1,2018
2018-01-17,"Garinger High School","PM2.5","Mecklenburg",40.5,35.2401000008895,-80.785683,1,2018
2018-01-17,"Hattie Avenue","PM2.5","Forsyth",47.5,36.110693332,-80.2264378,1,2018
2018-01-17,"Leggett","PM2.5","Edgecombe",38,35.988278,-77.5843,1,2018
2018-01-17,"Linville Falls","PM2.5","Avery",19,35.972347,-81.933072,1,2018
2018-01-17,"Mendenhall School","PM2.5","Guilford",51,36.1090060008986,-79.802314,1,2018
2018-01-17,"Millbrook School","Ozone","Wake",29,35.856111,-78.574167,1,2018
2018-01-17,"Millbrook School","PM2.5","Wake",56,35.856111,-78.574167,1,2018
2018-01-17,"Pitt Agri. Center","PM2.5","Pitt",48.5,35.6412760008938,-77.360126,1,2018
2018-01-17,"West Johnston Co.","PM2.5","Johnston",66,35.59095,-78.4622,1,2018
2018-01-18,"Bryson City","PM2.5","Swain",48,35.434767,-83.442133,1,2018
2018-01-18,"Castle Hayne","PM2.5","New Hanover",30,34.364167,-77.838611,1,2018
2018-01-18,"Clemmons Middle","PM2.5","Forsyth",40,36.026,-80.342,1,2018
2018-01-18,"Durham Armory","PM2.5","Durham",45,36.0329550008979,-78.904037,1,2018
2018-01-18,"Garinger High School","Ozone","Mecklenburg",31,35.2401000008895,-80.785683,1,2018
2018-01-18,"Garinger High School","PM2.5","Mecklenburg",40,35.2401000008895,-80.785683,1,2018
2018-01-18,"Hattie Avenue","PM2.5","Forsyth",35,36.110693332,-80.2264378,1,2018
2018-01-18,"Leggett","PM2.5","Edgecombe",31,35.988278,-77.5843,1,2018
2018-01-18,"Mendenhall School","PM2.5","Guilford",34,36.1090060008986,-79.802314,1,2018
2018-01-18,"Millbrook School","Ozone","Wake",35,35.856111,-78.574167,1,2018
2018-01-18,"Millbrook School","PM2.5","Wake",54,35.856111,-78.574167,1,2018
2018-01-18,"Pitt Agri. Center","PM2.5","Pitt",38,35.6412760008938,-77.360126,1,2018
2018-01-18,"West Johnston Co.","PM2.5","Johnston",50,35.59095,-78.4622,1,2018
2018-01-19,"Bryson City","PM2.5","Swain",52,35.434767,-83.442133,1,2018
2018-01-19,"Clemmons Middle","PM2.5","Forsyth",54,36.026,-80.342,1,2018
2018-01-19,"Durham Armory","PM2.5","Durham",57,36.0329550008979,-78.904037,1,2018
2018-01-19,"Garinger High School","Ozone","Mecklenburg",22,35.2401000008895,-80.785683,1,2018
2018-01-19,"Garinger High School","PM2.5","Mecklenburg",49,35.2401000008895,-80.785683,1,2018
2018-01-19,"Hattie Avenue","PM2.5","Forsyth",43,36.110693332,-80.2264378,1,2018
2018-01-19,"Leggett","PM2.5","Edgecombe",25,35.988278,-77.5843,1,2018
2018-01-19,"Mendenhall School","PM2.5","Guilford",37,36.1090060008986,-79.802314,1,2018
2018-01-19,"Millbrook School","Ozone","Wake",32,35.856111,-78.574167,1,2018
2018-01-19,"Millbrook School","PM2.5","Wake",55,35.856111,-78.574167,1,2018
2018-01-19,"Pitt Agri. Center","PM2.5","Pitt",34,35.6412760008938,-77.360126,1,2018
2018-01-19,"West Johnston Co.","PM2.5","Johnston",42,35.59095,-78.4622,1,2018
2018-01-20,"Bryson City","PM2.5","Swain",51,35.434767,-83.442133,1,2018
2018-01-20,"Castle Hayne","PM2.5","New Hanover",21,34.364167,-77.838611,1,2018
2018-01-20,"Clemmons Middle","PM2.5","Forsyth",63,36.026,-80.342,1,2018
2018-01-20,"Durham Armory","PM2.5","Durham",45,36.0329550008979,-78.904037,1,2018
2018-01-20,"Frying Pan Mountain","PM2.5","Haywood",6,35.379167,-82.7925,1,2018
2018-01-20,"Garinger High School","Ozone","Mecklenburg",32,35.2401000008895,-80.785683,1,2018
2018-01-20,"Garinger High School","PM2.5","Mecklenburg",43,35.2401000008895,-80.785683,1,2018
2018-01-20,"Hattie Avenue","PM2.5","Forsyth",36,36.110693332,-80.2264378,1,2018
2018-01-20,"Leggett","PM2.5","Edgecombe",28,35.988278,-77.5843,1,2018
2018-01-20,"Linville Falls","PM2.5","Avery",8,35.972347,-81.933072,1,2018
2018-01-20,"Mendenhall School","PM2.5","Guilford",38,36.1090060008986,-79.802314,1,2018
2018-01-20,"Millbrook School","Ozone","Wake",35,35.856111,-78.574167,1,2018
2018-01-20,"Millbrook School","PM2.5","Wake",50,35.856111,-78.574167,1,2018
2018-01-20,"Pitt Agri. Center","PM2.5","Pitt",41,35.6412760008938,-77.360126,1,2018
2018-01-20,"West Johnston Co.","PM2.5","Johnston",40,35.59095,-78.4622,1,2018
2018-01-21,"Bryson City","PM2.5","Swain",50,35.434767,-83.442133,1,2018
2018-01-21,"Clemmons Middle","PM2.5","Forsyth",48,36.026,-80.342,1,2018
2018-01-21,"Durham Armory","PM2.5","Durham",44,36.0329550008979,-78.904037,1,2018
2018-01-21,"Garinger High School","Ozone","Mecklenburg",36,35.2401000008895,-80.785683,1,2018
2018-01-21,"Garinger High School","PM2.5","Mecklenburg",53,35.2401000008895,-80.785683,1,2018
2018-01-21,"Hattie Avenue","PM2.5","Forsyth",49,36.110693332,-80.2264378,1,2018
2018-01-21,"Leggett","PM2.5","Edgecombe",22,35.988278,-77.5843,1,2018
2018-01-21,"Mendenhall School","PM2.5","Guilford",34,36.1090060008986,-79.802314,1,2018
2018-01-21,"Millbrook School","Ozone","Wake",34,35.856111,-78.574167,1,2018
2018-01-21,"Millbrook School","PM2.5","Wake",51,35.856111,-78.574167,1,2018
2018-01-21,"Pitt Agri. Center","PM2.5","Pitt",35,35.6412760008938,-77.360126,1,2018
2018-01-21,"West Johnston Co.","PM2.5","Johnston",43,35.59095,-78.4622,1,2018
2018-01-22,"Bryson City","PM2.5","Swain",48,35.434767,-83.442133,1,2018
2018-01-22,"Castle Hayne","PM2.5","New Hanover",25,34.364167,-77.838611,1,2018
2018-01-22,"Clemmons Middle","PM2.5","Forsyth",58,36.026,-80.342,1,2018
2018-01-22,"Durham Armory","PM2.5","Durham",59,36.0329550008979,-78.904037,1,2018
2018-01-22,"Garinger High School","Ozone","Mecklenburg",37,35.2401000008895,-80.785683,1,2018
2018-01-22,"Garinger High School","PM2.5","Mecklenburg",57,35.2401000008895,-80.785683,1,2018
2018-01-22,"Hattie Avenue","PM2.5","Forsyth",52,36.110693332,-80.2264378,1,2018
2018-01-22,"Leggett","PM2.5","Edgecombe",40,35.988278,-77.5843,1,2018
2018-01-22,"Mendenhall School","PM2.5","Guilford",51,36.1090060008986,-79.802314,1,2018
2018-01-22,"Millbrook School","Ozone","Wake",32,35.856111,-78.574167,1,2018
2018-01-22,"Millbrook School","PM2.5","Wake",59,35.856111,-78.574167,1,2018
2018-01-22,"Pitt Agri. Center","PM2.5","Pitt",39,35.6412760008938,-77.360126,1,2018
2018-01-22,"West Johnston Co.","PM2.5","Johnston",57,35.59095,-78.4622,1,2018
2018-01-23,"Bryson City","PM2.5","Swain",17,35.434767,-83.442133,1,2018
2018-01-23,"Castle Hayne","PM2.5","New Hanover",8,34.364167,-77.838611,1,2018
2018-01-23,"Clemmons Middle","PM2.5","Forsyth",25,36.026,-80.342,1,2018
2018-01-23,"Durham Armory","PM2.5","Durham",18.5,36.0329550008979,-78.904037,1,2018
2018-01-23,"Frying Pan Mountain","PM2.5","Haywood",11,35.379167,-82.7925,1,2018
2018-01-23,"Garinger High School","Ozone","Mecklenburg",36,35.2401000008895,-80.785683,1,2018
