site_id,survey_id,static_descriptors_reef_id (archived field),reef_name,country,region,year,date,depth (m),substrate_recorded_by,fish_recorded_by,inverts_recorded_by,team_leader,team_scientist
e8cbe17b-11d8-4a49-bdeb-9085bd6e880f,4de77bd5-7438-45ad-8971-b4065f731df0,156.3.0.7W.19.42.17.4N,High Rock (North Pines),United States of America,Indo-Pacific,2019,21-July-19,10.6,Cody Roth,Manny Katz,"Bayli Payne, Olivia O'Niel",Bayli Payne,""
5d9cccb6-bcee-438d-8bce-b16efbc8803b,5031a5e4-bca7-4076-b816-1799ce0d0997,156.1.42.0W.19.40.7.0N,Honokohau/Crescent Beach,United States of America,Indo-Pacific,2008,12-April-08,8.3,"","","",Krista Heide Pierce,Kara Osada-D'Avella
fa1b9568-96dd-464c-9184-c223543a17ef,5133b8fe-651f-4823-bb02-76af3cd4ee9d,156.26.34.8W.20.40.15.6N,Palauea Beach,United States of America,Indo-Pacific,2003,09-November-03,10.0,"","","",Robin Newbold,Robin Newbold
ebda7b0b-a357-4824-9c2a-7a855f2695bf,537dbe86-49f0-4b6d-bd01-907fa60ff0ac,158.7.39.7W.21.20.20.4N,Lanikuhonua,United States of America,Indo-Pacific,2004,21-August-04,3.0,"","","",Tori Cullins,Matt Dunlap
826f753a-7afa-4ca3-a108-bab3965acfbc,540b2fc1-6d66-4205-8193-9263a75ffb91,157.47.51.2W.21.15.23.5N,Ka'alawai (Black Point),United States of America,Indo-Pacific,2005,26-February-05,1.5,"","","",Melissa Mac Garrett,Matt Dunlap
81538790-cf16-4c96-9c36-0d21c545be1e,59e8f760-008d-4c02-a7f3-e90b88d8619e,156.36.24.9W.20.48.34.1N,Olowalu,United States of America,Indo-Pacific,2008,21-December-08,6.0,"","","","Darla White, Liz Foote",Darla White
5c7a9827-2005-48be-a6fe-8f76af9661bf,5d31c75c-36d1-469f-8bdf-5a695d1b60df,158.2.42.7W.21.40.35.8N,Three Tables,United States of America,Indo-Pacific,2009,28-June-09,6.7,"","","",Krista Heide Pierce,Jeff Eble
fa13d44d-f2c5-4cba-b3e1-d475159a5651,5e1eb48e-5e2b-4613-8e47-51efd16ed6eb,157.40.9.6W.21.19.11.2N,Makai Range,United States of America,Indo-Pacific,2001,26-May-01,2.0,"","","",Christine Evans,David Krupp
6927e049-0c3d-43d8-924b-7e463c8002fe,6026c297-21d1-4a2d-bc0b-17b8183e8f60,157.49.26.8W.21.16.8.0N,Waikiki MLCD/Waikiki Natatorium,United States of America,Indo-Pacific,2004,21-November-04,2.0,"","","","Melissa Mac Garrett, Signe Opheim",Frank Stanton
6ea7dd0d-da0f-4e5d-9b90-7873704c729d,6079bfc6-5d8a-4672-b868-b29be46ec8dd,154.58.40.5W.19.40.0.9N,Leleiwi,United States of America,Indo-Pacific,1998,29-August-98,11.0,"","","","",""
aec85838-3c3a-4c13-977f-c047750b25e5,60fd6823-3114-4acf-9dab-2652679c114e,157.42.52.2W.21.23.34.4N,Lanikai,United States of America,Indo-Pacific,2001,11-March-01,2.0,"","","",Peter Nilson,David Krupp
f4562d30-694a-4243-9e7e-caafb42011c8,62f2634c-2db0-4146-9bf6-6f4af37fbbbf,159.30.17.6W.22.13.27.0N,Hanalei,United States of America,Indo-Pacific,1997,14-June-97,10.0,"","","","",""
007eefec-06ec-4592-bb56-378734ecaabc,63045192-e45e-403b-a737-296d78a7d52e,155.54.43.0W.19.25.25.0N,Honaunau/Two Step,United States of America,Indo-Pacific,2008,12-July-08,11.7,"","","",Kara Osada-D'Avella,Kara Osada-D'Avella
ced1ceed-a10b-4617-b405-2f72b2ae95bb,633bd798-8e89-4824-8c5a-8e7ff5a66d9a,156.1.48.0W.19.40.2.0N,Honokohau/Crescent Beach,United States of America,Indo-Pacific,2008,25-July-08,7.0,"","","",Kara Osada-D'Avella,Kara Osada-D'Avella
d2b69e2a-eb1c-4244-8246-906eee903688,64636fb3-28a1-470e-91e9-f0257f6b4f3b,158.3.50.2W.21.39.9.5N,Sharks Cove,United States of America,Indo-Pacific,2008,29-June-08,9.0,"","","",Krista Heide Pierce,Matt Dunlap
0166c21a-a344-4e74-b3da-9b3d46793363,64d2a0e0-6669-4a4b-a060-0fba7d884f55,158.1.53.9W.21.40.57.0N,Velzyland/Kaunala,United States of America,Indo-Pacific,2004,24-July-04,2.5,"","","",Denise Hall,Catherine Unabia
151c30bb-7927-4a0b-b859-82f2ce301929,65afe76f-af0d-4ef6-b5df-d81ba13aa5e1,159.34.48.0W.22.13.51.6N,Makua (Tunnels),United States of America,Indo-Pacific,1999,21-August-99,2.0,"","","",Carl Stepath,""
